Resolver IP,Last Event Date,Attempted Rankings,Successful Rankings,Top 10 Count,Top 25 Count,Top 50 Count,Top 75 Count,Top 100 Count,Top 200 Count
86.120.109.41,2020-01-30,727902,2358,164,292,259,259,259,1125
87.96.254.52,2020-01-30,727902,1427,73,121,194,171,171,697
87.96.254.67,2020-01-31,727902,1436,96,88,179,171,176,726
87.103.161.61,2020-01-30,727902,1425,57,101,167,167,178,755
87.104.254.39,2020-01-31,727902,129484,3110,5953,8986,19882,32057,59496
87.104.254.135,2020-01-31,727902,127413,3227,5826,9026,20045,31035,58254
87.117.0.1,2020-01-31,727902,1957,265,149,245,227,216,855
87.117.196.200,2020-01-29,727902,25737,534,1817,5779,5136,3309,9162
87.117.198.200,2020-01-28,727902,25271,461,1487,4744,5814,3216,9549
87.117.237.100,2020-01-28,727902,25327,546,1813,5585,4918,3164,9301
87.118.100.175,2020-01-31,727902,19610,207,636,2055,2520,2571,11621
87.118.104.203,2020-01-31,727902,13891,149,455,1566,1774,1878,8069
87.118.114.9,2020-01-31,727902,20505,189,554,2024,2705,2698,12335
87.119.111.5,2020-01-30,727902,1871,122,148,219,220,253,909
87.216.1.65,2020-01-31,727902,2169,650,195,191,193,165,775
87.216.1.66,2020-01-31,727902,2259,634,236,197,192,179,821
87.232.1.40,2020-01-31,727902,1496,92,123,180,165,187,749
87.236.128.56,2020-01-30,727902,1535,78,111,182,172,201,791
87.237.112.10,2020-01-29,727902,3887,297,505,684,536,385,1480
87.241.223.68,2020-01-29,727902,9488,701,670,936,750,756,5675
87.248.160.5,2020-01-31,727902,11753,184,517,575,677,770,9030
87.253.220.3,2020-01-31,727902,16615,359,1871,1602,1089,1243,10451
88.80.32.3,2020-01-28,727902,3180,132,245,508,357,338,1600
88.87.0.2,2020-01-24,727902,1535,102,125,178,190,189,751
88.156.63.9,2020-01-27,727902,8741,465,910,475,528,629,5734
88.156.96.61,2020-01-31,727902,12396,542,985,482,638,860,8889
88.191.51.140,2020-01-31,727902,1407,66,99,191,187,176,688
88.198.75.145,2020-01-28,727902,13250,143,435,1502,1841,1594,7735
88.214.193.51,2020-01-31,727902,11156,591,948,1607,1397,1637,4976
88.255.242.6,2020-01-27,727902,104831,3421,659,1360,2635,5418,91338
89.2.0.1,2020-01-31,727902,30499,2359,1652,2840,2188,3227,18233
89.2.0.2,2020-01-31,727902,31566,2376,1694,3051,2273,3217,18955
89.16.173.11,2020-01-22,727902,14297,814,374,872,1527,2906,7804
89.33.253.226,2020-01-30,727902,5413,595,450,536,459,509,2864
89.102.101.62,2020-01-31,727902,1449,67,107,164,181,193,737
89.107.0.74,2020-01-31,727902,6449,79,148,299,424,701,4798
89.107.0.84,2020-01-31,727902,6535,80,137,313,420,697,4888
89.150.129.4,2020-01-31,727902,1593,181,134,184,169,167,758
89.150.129.10,2020-01-31,727902,1571,199,107,175,183,187,720
89.184.128.192,2020-01-31,727902,13672,424,897,1321,1752,2284,6994
89.189.156.5,2020-01-26,727902,1573,146,98,176,196,207,750
89.218.80.11,2020-01-30,727902,1499,87,107,177,182,183,763
89.251.66.7,2020-01-30,727902,2682,170,189,410,317,263,1333
91.121.8.250,2020-01-31,727902,1848,89,123,217,277,291,851
91.143.20.6,2020-01-28,727902,45276,925,2767,1961,1590,2119,35914
91.144.0.103,2020-01-31,727902,1512,65,106,183,192,192,774
91.184.33.25,2020-01-29,727902,1459,57,108,192,190,202,710
91.184.192.2,2020-01-30,727902,1765,96,108,222,202,206,931
91.184.192.18,2020-01-29,727902,1834,109,102,230,225,213,955
91.185.2.10,2020-01-31,727902,87997,1234,1604,2434,2490,4749,75486
91.185.6.10,2020-01-31,727902,45767,411,334,683,1376,3020,39943
91.185.96.4,2020-01-31,727902,1563,93,105,190,189,203,783
91.186.192.3,2020-01-31,727902,61759,2903,316,744,1279,2317,54200
91.189.120.4,2020-01-31,727902,4530,385,861,736,438,393,1717
91.194.164.11,2020-01-31,727902,2591,109,182,451,297,279,1273
91.194.164.67,2020-01-31,727902,2468,105,175,433,250,277,1228
91.203.168.1,2020-01-31,727902,2358,112,193,304,375,301,1073
93.88.144.138,2020-01-23,727902,105301,1787,8569,21066,22225,16039,35615
93.88.145.138,2020-01-31,727902,43975,598,2838,6771,6990,6954,19824
93.88.146.138,2020-01-31,727902,32653,447,1749,4354,4238,5023,16842
93.88.147.138,2020-01-31,727902,32206,356,1529,3791,3892,5302,17336
93.88.148.138,2020-01-27,727902,28800,290,1290,3149,3221,4702,16148
93.88.149.138,2020-01-29,727902,29032,302,1304,3287,3132,4817,16190
93.88.150.138,2020-01-30,727902,28520,280,1200,3142,3060,4702,16136
93.88.151.138,2020-01-29,727902,28583,268,1189,3175,3177,4661,16113
93.91.200.200,2020-01-30,727902,1968,318,128,204,223,214,881
93.91.224.2,2020-01-31,727902,5472,175,378,723,454,440,3302
93.99.200.1,2020-01-30,727902,45088,1360,1841,4299,5095,5832,26661
93.185.112.2,2020-01-31,727902,1412,79,106,162,171,189,705
93.188.188.11,2020-01-29,727902,10724,1177,1286,655,759,927,5920
94.23.39.201,2020-01-31,727902,2418,86,146,350,374,335,1127
94.75.228.29,2020-01-30,727902,31601,879,1537,2650,3941,6304,16290
94.190.192.4,2020-01-31,727902,4925,390,596,559,457,483,2440
97.64.179.250,2020-01-27,727902,2280,332,179,349,418,218,784
97.64.179.251,2020-01-22,727902,1757,143,127,238,242,221,786
97.64.180.150,2020-01-31,727902,6207,336,383,1096,772,522,3098
97.64.180.153,2020-01-31,727902,6169,327,376,1137,711,535,3083
97.64.187.150,2020-01-31,727902,8024,627,245,740,1480,2010,2922
97.64.187.153,2020-01-31,727902,8078,638,261,755,1480,2035,2909
99.144.149.196,2020-01-25,727902,1561,98,117,187,200,199,760
99.207.213.87,2020-01-27,727902,1498,81,112,179,194,179,753
109.0.64.242,2020-01-31,727902,66890,2535,4323,6215,9008,13016,31793
109.60.128.2,2020-01-28,727902,1576,119,110,184,179,190,794
109.60.128.3,2020-01-31,727902,1497,91,108,192,180,185,741
109.74.192.20,2020-01-27,727902,1559,74,127,194,196,173,795
109.74.193.20,2020-01-31,727902,1616,64,129,204,209,190,820
109.74.194.20,2020-01-28,727902,1610,72,103,215,221,190,809
114.31.0.66,2020-01-29,727902,1998,99,131,217,235,259,1057
114.130.11.66,2020-01-29,727902,26343,1553,2178,3005,3982,4176,11449
114.130.11.67,2020-01-31,727902,7861,335,549,856,1076,1253,3792
116.0.102.107,2020-01-30,727902,7741,677,1145,1861,845,747,2466
116.71.241.198,2020-01-30,727902,2161,614,129,197,207,217,797
117.103.168.10,2020-01-30,727902,1609,79,122,210,204,191,803
117.121.210.110,2020-01-31,727902,11109,3032,2013,1614,1225,975,2250
117.121.222.222,2020-01-31,727902,12900,3987,1894,1804,1555,1088,2572
119.31.230.42,2020-01-27,727902,4300,301,387,786,842,347,1637
119.46.240.1,2020-01-31,727902,1948,105,174,269,274,236,890
119.46.240.2,2020-01-24,727902,1898,122,157,263,219,233,904
119.46.240.3,2020-01-30,727902,1945,109,175,250,239,247,925
119.46.240.5,2020-01-30,727902,1910,112,155,289,259,218,877
119.110.82.254,2020-01-27,727902,1488,76,114,175,162,199,762
121.1.3.81,2020-01-31,727902,1622,108,116,190,174,200,834
122.49.191.252,2020-01-31,727902,2905,656,425,618,212,198,796
122.49.191.253,2020-01-31,727902,2824,619,423,610,195,182,795
122.200.48.14,2020-01-30,727902,28061,7468,4527,4356,2624,2417,6669
122.200.48.15,2020-01-30,727902,25570,7244,4324,3683,2329,2137,5853
122.255.1.2,2020-01-31,727902,1445,95,101,176,178,166,729
122.255.96.132,2020-01-27,727902,59194,6676,11187,11177,7200,5505,17449
122.255.96.133,2020-01-24,727902,1482,72,119,160,183,182,766
123.129.192.17,2020-01-30,727902,18945,592,1290,2357,2979,2740,8987
123.136.100.2,2020-01-31,727902,1525,87,111,171,171,189,796
124.108.48.5,2020-01-29,727902,1572,70,117,189,195,199,802
124.195.15.98,2020-01-31,727902,1664,87,113,221,207,214,822
124.195.15.100,2020-01-29,727902,1567,79,131,193,217,187,760
125.70.254.243,2020-01-29,727902,1614,65,116,201,212,193,827
125.160.2.34,2020-01-29,727902,5540,1895,1233,753,374,279,1006
128.2.205.81,2020-01-25,727902,5371,188,130,288,375,585,3805
128.8.5.2,2020-01-25,727902,36015,529,1190,3857,4993,5463,19983
128.8.74.2,2020-01-31,727902,37430,556,1148,3825,5248,5728,20925
128.8.76.2,2020-01-23,727902,38609,562,1303,4119,5491,5892,21242
128.86.249.14,2020-01-31,727902,47610,1131,3492,8547,7859,6194,20387
128.86.249.51,2020-01-31,727902,47963,1423,3863,8544,7759,6164,20210
128.95.112.1,2020-01-25,727902,19342,1272,1424,1049,1010,1591,12996
128.95.120.1,2020-01-30,727902,19462,1336,1376,1021,1135,1588,13006
128.100.56.135,2020-01-28,727902,1477,77,106,160,193,178,763
128.100.100.128,2020-01-25,727902,3986,239,385,428,308,319,2307
128.100.102.201,2020-01-31,727902,2801,131,187,240,267,325,1651
128.103.201.100,2020-01-27,727902,1492,71,111,174,177,186,773
128.104.98.142,2020-01-30,727902,1540,73,107,177,195,197,791
128.107.241.182,2020-01-31,727902,19355,219,645,2104,2634,3180,10573
128.107.241.185,2020-01-30,727902,19419,255,676,2166,2595,3189,10538
128.111.1.1,2020-01-31,727902,1501,89,125,196,186,192,713
128.111.1.2,2020-01-31,727902,1476,69,124,181,196,177,729
128.112.136.10,2020-01-26,727902,15207,111,220,537,885,1530,11924
128.119.40.12,2020-01-28,727902,17689,625,813,843,1210,2106,12092
128.119.240.1,2020-01-27,727902,25230,853,1001,1131,1974,3327,16944
128.122.128.2,2020-01-29,727902,2668,93,126,340,469,388,1252
128.122.253.92,2020-01-31,727902,2590,79,142,330,440,361,1238
128.143.2.7,2020-01-31,727902,31717,162,548,1656,3676,5076,20599
128.143.3.7,2020-01-31,727902,31906,183,522,1718,3841,5165,20477
128.143.22.119,2020-01-31,727902,32260,196,515,1741,3911,5241,20656
128.147.128.83,2020-01-31,727902,21652,139,245,703,1322,2381,16862
128.171.1.1,2020-01-31,727902,1659,87,124,215,203,222,808
128.171.3.13,2020-01-29,727902,1622,88,121,167,181,229,836
128.174.252.4,2020-01-31,727902,1552,92,110,198,198,179,775
128.189.4.1,2020-01-19,727902,1841,114,169,221,206,232,899
128.192.1.9,2020-01-31,727902,2288,82,162,304,226,287,1227
128.198.1.250,2020-01-30,727902,10571,1123,363,512,667,787,7119
128.227.128.24,2020-01-31,727902,1544,77,130,182,179,195,781
128.230.108.22,2020-01-28,727902,28359,230,580,1611,2508,4423,19007
128.233.3.1,2020-01-31,727902,2728,172,181,278,301,298,1498
128.233.119.73,2020-01-31,727902,2776,172,187,289,305,310,1513
128.233.150.126,2020-01-31,727902,2650,159,181,292,316,306,1396
128.252.120.1,2020-01-31,727902,2351,78,127,265,322,405,1154
128.252.133.45,2020-01-31,727902,6718,109,157,416,1063,1639,3334
128.252.135.4,2020-01-28,727902,1617,83,111,193,221,196,813
128.255.64.3,2020-01-31,727902,4673,118,241,762,1207,492,1853
129.7.1.1,2020-01-30,727902,151757,593,2249,12975,15820,20257,99863
129.7.1.6,2020-01-31,727902,152766,570,2470,13210,16402,20261,99853
129.10.254.5,2020-01-31,727902,20526,1289,601,822,1363,2647,13804
129.24.8.1,2020-01-31,727902,1567,69,100,187,193,209,809
129.65.16.254,2020-01-30,727902,14688,133,422,1285,3113,1942,7793
129.65.21.254,2020-01-29,727902,14928,122,434,1339,3160,1931,7942
129.66.20.5,2020-01-31,727902,9908,123,186,555,679,1021,7344
129.66.95.3,2020-01-29,727902,10956,180,520,1013,730,1002,7511
129.69.1.28,2020-01-30,727902,3208,95,123,241,325,377,2047
129.69.21.42,2020-01-25,727902,20066,240,702,2333,2641,2658,11492
129.71.1.1,2020-01-31,727902,15486,284,198,500,846,1264,12394
129.71.254.5,2020-01-30,727902,8004,103,195,392,545,656,6113
129.78.64.1,2020-01-30,727902,9078,334,1415,2580,736,578,3435
129.78.64.2,2020-01-29,727902,9089,520,1639,2212,660,555,3503
129.82.100.64,2020-01-31,727902,13062,853,580,512,759,1056,9302
129.108.0.64,2020-01-30,727902,4595,87,127,254,374,480,3273
129.108.202.20,2020-01-23,727902,8927,84,176,358,532,909,6868
129.108.202.35,2020-01-31,727902,8843,95,178,326,561,904,6779
129.115.102.150,2020-01-31,727902,193002,728,1587,11958,16947,24523,137259
129.118.1.9,2020-01-31,727902,6273,99,160,366,493,1004,4151
129.120.255.228,2020-01-23,727902,1586,72,121,203,215,204,771
129.120.255.229,2020-01-22,727902,1646,80,134,194,187,201,850
129.128.5.233,2020-01-30,727902,16422,959,423,1342,1624,1457,10617
129.128.76.233,2020-01-31,727902,16950,963,447,1351,1603,1553,11033
129.133.6.10,2020-01-31,727902,1554,71,111,173,178,209,812
129.133.6.11,2020-01-31,727902,1603,78,118,193,207,196,811
129.142.7.99,2020-01-30,727902,1610,87,126,203,205,205,784
129.142.7.100,2020-01-31,727902,1558,84,106,189,180,186,813
129.174.1.3,2020-01-23,727902,17670,205,809,2370,2706,3158,8422
129.175.34.240,2020-01-30,727902,1515,95,95,193,192,186,754
129.187.5.1,2020-01-31,727902,7775,111,180,512,639,747,5586
129.206.100.126,2020-01-31,727902,6098,125,343,608,738,702,3582
129.219.13.81,2020-01-31,727902,47370,624,795,2280,5250,7040,31381
129.219.17.5,2020-01-25,727902,47934,644,823,2453,5286,7077,31651
129.219.17.200,2020-01-29,727902,48192,660,836,2382,5285,7215,31814
129.234.4.13,2020-01-31,727902,1482,71,112,182,181,181,755
129.237.32.1,2020-01-27,727902,1444,64,103,175,184,164,754
129.244.3.254,2020-01-30,727902,20817,209,271,969,2058,2921,14389
129.250.35.250,2020-01-31,727902,574638,129640,157662,127749,58937,35604,65046
129.250.35.251,2020-01-31,727902,528471,77472,103400,110565,74819,51774,110441
129.250.48.6,2020-01-25,727902,34479,2093,2965,4388,5879,5926,13228
129.250.48.98,2020-01-30,727902,32268,1172,2862,4598,4436,4218,14982
130.16.98.210,2020-01-31,727902,1417,55,102,162,181,176,741
130.60.64.12,2020-01-31,727902,2012,77,130,257,206,207,1135
130.60.64.51,2020-01-28,727902,2108,93,134,224,240,235,1182
130.60.128.3,2020-01-29,727902,2033,83,141,227,218,236,1128
130.60.128.5,2020-01-31,727902,2112,88,130,221,223,236,1214
130.63.237.99,2020-01-31,727902,1506,67,119,167,185,212,756
130.67.15.198,2020-01-31,727902,2157,552,197,209,204,179,816
130.67.60.68,2020-01-30,727902,2211,568,189,201,217,206,830
130.75.120.1,2020-01-31,727902,1529,67,126,192,172,201,771
130.85.1.3,2020-01-27,727902,73356,331,1487,7137,11967,13829,38605
130.85.1.5,2020-01-30,727902,58902,259,1078,4803,9019,10864,32879
130.89.1.2,2020-01-31,727902,1609,63,112,205,187,184,858
130.89.4.21,2020-01-27,727902,25606,171,522,2750,2574,3122,16467
130.94.25.65,2020-01-30,727902,23708,142,578,2693,3560,3760,12975
130.117.240.53,2020-01-29,727902,3241,79,128,225,376,400,2033
130.132.1.9,2020-01-30,727902,16162,255,1058,1475,2294,1820,9260
130.132.1.10,2020-01-28,727902,16255,264,1051,1437,2376,1827,9300
130.132.1.11,2020-01-31,727902,16252,250,1089,1449,2274,1849,9341
130.149.4.20,2020-01-28,727902,2471,114,112,256,301,357,1331
130.150.102.20,2020-01-21,727902,40260,214,914,4275,6165,6711,21981
130.150.102.100,2020-01-31,727902,42927,680,2216,6347,5833,6330,21521
130.160.4.114,2020-01-31,727902,13296,175,811,3111,1440,931,6828
130.161.180.1,2020-01-31,727902,1475,74,101,201,162,169,768
130.161.180.65,2020-01-31,727902,1445,64,116,174,208,176,707
130.179.16.67,2020-01-28,727902,2808,267,154,327,307,263,1490
130.232.64.1,2020-01-30,727902,2255,140,168,456,350,226,915
130.232.64.2,2020-01-31,727902,2302,143,166,451,337,241,964
130.243.78.92,2020-01-29,727902,1382,58,108,164,187,182,683
130.243.97.6,2020-01-31,727902,6638,574,1198,1381,771,509,2205
130.244.127.161,2020-01-28,727902,1906,279,238,198,213,211,767
130.244.127.169,2020-01-30,727902,1896,290,211,191,198,222,784
131.104.20.10,2020-01-31,727902,3731,115,234,394,333,364,2291
131.104.136.36,2020-01-31,727902,3933,130,276,434,382,374,2337
131.114.11.37,2020-01-29,727902,7789,398,339,1325,808,855,4064
131.114.64.7,2020-01-25,727902,5528,226,278,951,566,611,2896
131.114.69.20,2020-01-31,727902,5566,191,282,885,597,630,2981
131.128.1.127,2020-01-31,727902,1434,70,95,198,168,153,750
131.154.1.3,2020-01-27,727902,13993,588,669,1673,1535,1487,8041
131.155.2.3,2020-01-30,727902,1644,70,122,214,205,221,812
131.155.2.7,2020-01-31,727902,1543,79,128,214,177,167,778
131.161.1.1,2020-01-31,727902,1661,80,118,209,216,189,849
131.169.40.200,2020-01-23,727902,1532,76,112,213,190,190,751
131.188.3.2,2020-01-30,727902,1509,77,132,160,199,166,775
131.188.3.4,2020-01-29,727902,1491,68,117,179,188,183,756
131.188.3.72,2020-01-29,727902,10494,264,317,944,1315,1305,6349
131.188.3.73,2020-01-31,727902,10373,232,290,949,1304,1241,6357
131.191.7.12,2020-01-31,727902,148864,3177,9628,6621,16113,21866,91459
131.215.139.100,2020-01-27,727902,6427,147,267,548,915,800,3750
131.215.254.100,2020-01-31,727902,6435,108,251,495,880,833,3868
131.220.16.220,2020-01-31,727902,4044,88,188,407,459,501,2401
131.234.137.23,2020-01-31,727902,16486,274,512,1225,1902,2293,10280
131.246.9.116,2020-01-31,727902,1665,92,121,210,202,222,818
131.247.100.1,2020-01-31,727902,10145,711,1373,1571,1541,1300,3649
132.170.240.15,2020-01-31,727902,4397,431,475,633,529,518,1811
132.170.249.15,2020-01-28,727902,4520,422,496,614,560,531,1897
132.178.4.39,2020-01-31,727902,2191,60,138,259,189,226,1319
132.178.4.41,2020-01-30,727902,2196,81,123,267,213,255,1257
132.187.1.1,2020-01-31,727902,11706,158,495,1259,1379,1390,7025
132.187.3.3,2020-01-27,727902,8487,96,361,951,984,1043,5052
132.203.250.10,2020-01-31,727902,9082,219,645,907,1182,867,5262
132.203.250.13,2020-01-31,727902,9055,252,616,857,1191,912,5227
132.206.44.21,2020-01-28,727902,5348,320,301,698,543,490,2996
132.209.2.1,2020-01-31,727902,4868,92,139,337,472,493,3335
132.216.44.21,2020-01-31,727902,5269,339,236,744,516,448,2986
132.229.8.6,2020-01-28,727902,1537,76,114,196,196,195,760
132.229.22.2,2020-01-31,727902,1480,66,96,170,193,201,754
132.235.64.1,2020-01-31,727902,12899,137,214,469,747,1177,10155
132.235.64.2,2020-01-31,727902,12866,132,203,499,779,1150,10103
134.48.1.32,2020-01-31,727902,74748,660,3109,12890,8914,7761,41414
134.58.60.1,2020-01-31,727902,23768,332,653,1457,2944,4164,14218
134.58.128.19,2020-01-31,727902,6264,126,212,394,785,1259,3488
134.59.1.1,2020-01-31,727902,16021,342,511,1202,1843,3824,8299
134.59.1.7,2020-01-31,727902,6933,143,294,519,608,757,4612
134.60.1.111,2020-01-31,727902,65038,910,3008,10330,12056,11003,27731
134.76.10.46,2020-01-31,727902,1571,73,139,197,215,199,748
134.96.100.105,2020-01-31,727902,6756,94,166,416,651,940,4489
134.99.128.2,2020-01-18,727902,3458,74,165,420,633,444,1722
134.102.20.20,2020-01-31,727902,10523,477,450,812,1070,1295,6419
134.102.200.14,2020-01-31,727902,10919,513,492,819,1179,1368,6548
134.129.111.111,2020-01-31,727902,8823,246,207,378,527,1008,6457
134.129.201.29,2020-01-31,727902,7401,168,229,346,426,623,5609
134.129.204.160,2020-01-28,727902,4698,138,178,275,293,404,3410
134.139.1.2,2020-01-31,727902,1594,92,124,204,211,205,758
134.155.50.51,2020-01-30,727902,2888,99,178,323,363,354,1571
134.155.50.53,2020-01-28,727902,2981,88,206,348,382,365,1592
134.176.2.5,2020-01-31,727902,20288,263,1192,2623,2545,2466,11199
134.176.2.7,2020-01-31,727902,20105,262,1232,2686,2438,2391,11096
134.186.254.252,2020-01-29,727902,30221,191,520,2136,4094,4393,18887
134.245.244.140,2020-01-30,727902,2625,83,127,329,284,272,1530
136.142.57.10,2020-01-29,727902,5874,184,150,347,456,479,4258
136.142.188.73,2020-01-31,727902,5471,190,146,270,430,433,4002
136.142.188.76,2020-01-30,727902,5666,190,135,304,490,492,4055
137.45.128.4,2020-01-31,727902,4383,88,138,295,335,432,3095
137.65.1.1,2020-01-31,727902,3720,74,136,306,319,438,2447
137.65.1.2,2020-01-31,727902,3459,72,107,259,323,379,2319
137.82.1.1,2020-01-31,727902,32915,1150,3483,2722,1981,3531,20048
137.99.203.20,2020-01-31,727902,1988,73,148,237,230,239,1061
137.118.1.32,2020-01-31,727902,213551,1278,5899,16881,19077,23165,147251
137.120.1.1,2020-01-31,727902,1514,63,108,202,180,190,771
137.120.1.73,2020-01-29,727902,5317,77,147,348,658,454,3633
137.192.2.3,2020-01-29,727902,1916,79,100,172,231,239,1095
138.210.81.3,2020-01-31,727902,2478,419,214,205,275,276,1089
139.7.30.125,2020-01-31,727902,1548,101,135,182,185,227,718
139.7.30.126,2020-01-31,727902,1501,114,120,205,190,157,715
139.30.8.7,2020-01-27,727902,1473,62,122,181,204,148,756
139.30.8.8,2020-01-27,727902,1639,53,114,179,212,218,863
139.130.4.4,2020-01-31,727902,50692,9321,5578,4900,5018,6403,19472
139.134.2.189,2020-01-30,727902,10957,864,1790,1976,836,873,4618
139.134.5.51,2020-01-31,727902,30280,2143,5360,4361,2791,3641,11984
139.142.5.131,2020-01-24,727902,2792,143,132,391,481,302,1343
139.142.140.22,2020-01-30,727902,4204,349,172,558,940,565,1620
139.165.32.13,2020-01-24,727902,21649,195,489,954,1826,2436,15749
139.175.55.244,2020-01-30,727902,72432,2722,6591,17027,12728,9466,23898
139.175.252.16,2020-01-23,727902,64890,2112,5174,14533,11397,8586,23088
140.99.0.2,2020-01-29,727902,19118,212,277,778,2379,3433,12039
140.99.1.2,2020-01-28,727902,12623,171,200,466,1344,2323,8119
140.174.9.100,2020-01-31,727902,1478,66,114,194,171,158,775
140.186.1.14,2020-01-27,727902,33905,186,671,2269,3597,3804,23378
140.247.233.195,2020-01-25,727902,1624,84,115,190,198,216,821
140.247.233.200,2020-01-29,727902,1611,84,106,199,187,208,827
141.1.1.1,2020-01-31,727902,425994,35583,66630,100911,80979,46753,95138
141.1.27.249,2020-01-31,727902,431936,40176,72729,102533,77560,45477,93461
141.2.1.1,2020-01-24,727902,41198,1493,4537,6856,5084,4728,18500
141.2.22.74,2020-01-21,727902,24617,575,1753,3296,3238,3122,12633
